profile_label,run_id,circuit_id,circuit_family,n_qubits,input_circuit_sha256,listing_model,rule_set,window_gates,budget_seconds,repeat_index,status,valid_equivalent_output,output_circuit_sha256,original_common_basis_gate_count,optimized_common_basis_gate_count,common_basis_gate_reduction_pct,process_wall_seconds,execute_wall_seconds,execute_cpu_seconds,import_initialization_wall_seconds,import_initialization_cpu_seconds,payload_parsing_wall_seconds,payload_parsing_cpu_seconds,qasm_parsing_wall_seconds,qasm_parsing_cpu_seconds,listing_wall_seconds,listing_cpu_seconds,engine_initialization_wall_seconds,engine_initialization_cpu_seconds,optimization_wall_seconds,optimization_cpu_seconds,verification_wall_seconds,verification_cpu_seconds,basis_conversion_wall_seconds,basis_conversion_cpu_seconds,serialization_probe_wall_seconds,serialization_probe_cpu_seconds,peak_rss_mb,phase_boundary_peak_rss_mb,process_disk_read_bytes,process_disk_write_bytes_before_result,final_profile_directory_bytes
main,672f413c6f99c73143d793816003df07302fb3a27c16b61033c9ea2bdf9bd681,hardware_eff_4,HardwareEfficient,4,fbbb1f6cb302de75c9077919dccba48d46bf95447cc57a644a2377416daa7c26,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,fbbb1f6cb302de75c9077919dccba48d46bf95447cc57a644a2377416daa7c26,54,54,0.0,2.9797491999997874,1.1828927000024123,1.0625,1.3000436999936937,1.109375,0.0013600000020232983,0.0,0.0018430000054650009,0.0,6.289999873843044e-05,0.0,0.00025550000282237306,0.0,0.002590599993709475,0.0,0.0038544999988516793,0.0,1.1731043000036152,1.0625,5.070000042906031e-05,0.0,144.875,137.24609375,10435000,260,2755
main,bed7f6242c29b1366749b3f2f2ccd5f228addcf20b0f50cfafb552d4d3977a0e,hardware_eff_4,HardwareEfficient,4,fbbb1f6cb302de75c9077919dccba48d46bf95447cc57a644a2377416daa7c26,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,92d6f346a991331965352dd6b8d41ea8dc4df817017cb34fc764023244bdecd0,54,54,0.0,3.781980300002033,1.2845683000050485,1.109375,2.0415715999988606,1.265625,0.0017422999953851104,0.0,0.0006711000023642555,0.0,0.00043539999751374125,0.0,0.00024400000256719068,0.0,0.0022090999991633,0.0,0.006044400004611816,0.0,1.2740642000062508,1.109375,3.440000000409782e-05,0.0,145.0234375,137.3984375,10435003,260,2744
main,837e4f140b0f1c3788cd91fb8617e38f2b39b8d5b6628a7bd84ced15e2aee7fd,iqp_4,IQP,4,1bfe5860998e2d3ca1f048c0a396d2f3f0d4c199e4369ef422a20e44335b026d,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,2f49081481dad446c800554f6555285880f837a646d0debdd36d58dd61a0f8ad,68,28,58.82352941176471,4.62682340000174,1.247498100005032,1.125,2.792030899996462,1.140625,0.0016768999994383194,0.0,0.0010350000011385418,0.0,0.0001081000009435229,0.0,0.00046570000267820433,0.0,0.007322199999180157,0.015625,0.004198899994662497,0.0,1.2336400999993202,1.109375,3.309999738121405e-05,0.0,144.6953125,137.015625,10434675,260,2741
main,880f17fc8e7d876470db8fe0328a4f4eaf4993f8baef4f51bfde9cdeab4123c4,iqp_4,IQP,4,1bfe5860998e2d3ca1f048c0a396d2f3f0d4c199e4369ef422a20e44335b026d,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,33ddbe49366f54c9bfb0e913fc532e50d2964bf23662273005f3ada6cdbc3041,68,28,58.82352941176471,4.198849699998391,2.06848980000359,1.515625,1.562653600005433,1.203125,0.0018060000002151355,0.0,0.001071499995305203,0.0,0.0007315999973798171,0.0,0.0004349999944679439,0.0,0.011408699996536598,0.015625,0.007910699998319615,0.0,2.0461973000055877,1.5,3.3700001949910074e-05,0.0,144.9609375,137.328125,10434675,260,2737
main,2cabb47f7d30ecc27d8d99eb32bce5b3d1e3b38e01f410d46a8f5613a4e500b7,bv_3,Oracle,4,8fe6a04fb57130ecbb92ca64358dee1b21d52ec1cfd3a2ce2f134a6345166151,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,03e2506af6286103845a59012d845cfecd602468773408ff8968bdf69d7f579e,28,4,85.71428571428572,4.2421496999959345,1.7373585000023013,1.171875,2.011808799994469,1.34375,0.0009930000014719553,0.0,0.0005031999971834011,0.0,4.400000034365803e-05,0.0,0.00023430000146618113,0.0,0.0034472999977879226,0.0,0.0029397000034805387,0.015625,1.7286947999964468,1.15625,7.059999916236848e-05,0.0,144.77734375,137.13671875,10434515,260,2729
main,cd63684c290e41a8fd56534f70953d876b61e3dde1abc2588dcba43bd6b89730,bv_3,Oracle,4,8fe6a04fb57130ecbb92ca64358dee1b21d52ec1cfd3a2ce2f134a6345166151,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,03e2506af6286103845a59012d845cfecd602468773408ff8968bdf69d7f579e,28,4,85.71428571428572,3.508403799998632,1.3727790000048117,1.0625,1.7440405000015744,1.28125,0.0010155999989365228,0.0,0.00057820000074571,0.0,0.0008280999973067082,0.0,0.0009653999950387515,0.0,0.0040687000000616536,0.0,0.0021359000020311214,0.0,1.363607300001604,1.0625,4.189999890513718e-05,0.0,144.8671875,137.23046875,10434514,260,2733
main,a7369f747d3bb51f326923b0ba9e5bf69e963e9e67066951e5a07f6810164598,qaoa_line_4,QAOA,4,27de95acc938a43758948985fc9dc86e4a392285121eaca84e3a9c40bceb4e31,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,27de95acc938a43758948985fc9dc86e4a392285121eaca84e3a9c40bceb4e31,102,102,0.0,3.6385787000035634,1.5397770999989007,1.296875,1.6478526999999303,1.3125,0.002609400005894713,0.0,0.0009619000047678128,0.0,8.719999459572136e-05,0.0,0.0009935999987646937,0.0,0.005130899997311644,0.0,0.009793400000489783,0.0,1.521146699997189,1.296875,6.740000389982015e-05,0.0,145.08984375,137.43359375,10435174,260,2735
main,cc47c68f7380ad9c5ac19527a7f077b7bbcec27020605a3691f9241fceab55ea,qaoa_line_4,QAOA,4,27de95acc938a43758948985fc9dc86e4a392285121eaca84e3a9c40bceb4e31,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,27de95acc938a43758948985fc9dc86e4a392285121eaca84e3a9c40bceb4e31,102,102,0.0,4.650981200000388,2.245674500001769,1.4375,1.9186785999991116,1.359375,0.0015856000027270056,0.0,0.0011229000010644086,0.0,0.000875699995958712,0.0,0.00044920000073034316,0.0,0.006618699997488875,0.015625,0.011780900000303518,0.0,2.2234064000003855,1.421875,3.800000558840111e-05,0.0,144.9765625,137.296875,10435175,260,2742
main,20f8da35da15e04734a597e1561466bb7312a905f05f86933ee724a30c1ee980,qft_4,QFT,4,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,42,42,0.0,3.87411539999448,1.6150016999963555,1.328125,1.797702299998491,1.34375,0.0025647000002209097,0.0,0.001119600005040411,0.0,7.189999450929463e-05,0.0,0.00046940000174799934,0.015625,0.004124600003706291,0.0,0.00482699999702163,0.0,1.6035277000046335,1.3125,3.119999746559188e-05,0.0,144.87109375,137.234375,10434557,260,2725
main,24962a23ae5c0de10576c8ca1e5f5fb213eff7801c7460d501bd2f2d85612753,qft_4,QFT,4,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,ec754f7e3892ee8ca405ace36ffa2cf3d8489863d2f83852f623de773dd94b1e,42,42,0.0,3.8141093000012916,1.5601683999993838,1.296875,1.798895600004471,1.375,0.001564800004416611,0.0,0.0007419000030495226,0.0,0.0003108000018983148,0.0,0.00026000000070780516,0.0,0.0017549999975017272,0.0,0.004858799999055918,0.015625,1.5509877000004053,1.28125,4.70000013592653e-05,0.0,144.7890625,137.1640625,10434556,260,2728
main,5760bf0d88866b4ba3e0677096776cb05d0e250e8b43660044dca480777ec7a4,qwalk_3,QuantumWalk,4,9599f9974b14de7195d737812cbf1c818a7ceb9b98d68f8d815c350d4d59daaa,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,dbdcfa303ea54a532247591c0260f712b5b2c6c4aa4d920e24279df7f443834f,368,368,0.0,3.807612500000687,1.5397560999990674,1.328125,1.827425100003893,1.34375,0.0019437000009929761,0.0,0.0023228000063681975,0.0,8.179999713320285e-05,0.0,0.000342100000125356,0.0,0.026186300005065277,0.03125,0.030283200001576915,0.03125,1.4758202999946661,1.265625,5.7399993238504976e-05,0.0,145.16796875,137.52734375,10437655,260,2747
main,65be4b6fd15d8823fd5f21b18846cf5ac4ef3fdef000d79ae8dccc658d8a38c2,qwalk_3,QuantumWalk,4,9599f9974b14de7195d737812cbf1c818a7ceb9b98d68f8d815c350d4d59daaa,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,4197af7a74b08a9a7037a65ad8565235393becc3b7388b2d97edf1cfbff4172d,368,368,0.0,4.740015399998811,2.252725799997279,1.671875,1.8931848999927752,1.5625,0.001311899999564048,0.0,0.0024814999997033738,0.0,0.003567500003555324,0.0,0.00030160000460455194,0.0,0.027307799995469395,0.03125,0.03300170000147773,0.03125,2.175134600001911,1.59375,6.720000237692147e-05,0.0,144.75,137.10546875,10437653,260,2739
main,30de3f43c86cea4566dce5aa47bedcc49aa1657f5da95679cd569ed863df5dcf,clifford_4,RandomClifford,4,eddd39fb7713c30765eff96b2b18a93b5a81f161905df421991d8256e7b31b8f,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,c8f1e9aee8ed8c95a5e6e0def5fea05292fb8ebc0a5d04276f11a2a0b865e666,59,25,57.6271186440678,4.552653299993835,1.7210113999972236,1.328125,2.3384149999983492,1.53125,0.0019039999970118515,0.0,0.000741700001526624,0.0,5.889999738428742e-05,0.0,0.0002906000008806586,0.0,0.020520899997791275,0.03125,0.009023899998283014,0.0,1.6897262000056799,1.296875,3.0099996365606785e-05,0.0,144.96484375,137.328125,10434704,260,2762
main,7cc58c4038999f2788967603998355d1c22b207f6b9efa4feb69387ec798de19,clifford_4,RandomClifford,4,eddd39fb7713c30765eff96b2b18a93b5a81f161905df421991d8256e7b31b8f,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,b27a3f1cac17c677bba6cd0da035c115399ad9c50197cad2fa57fcc674e16bef,59,31,47.45762711864406,3.5729988000020967,1.3364600999993854,1.125,1.8049057000025641,1.46875,0.0021383000057539903,0.0,0.0007007000021985732,0.0,0.00048740000056568533,0.0,0.0002736999958870001,0.0,0.007753199999569915,0.015625,0.0039061999996192753,0.0,1.322689900000114,1.109375,2.970000059576705e-05,0.0,144.75390625,137.1171875,10434705,260,2764
main,faee1d4d4fba998d090436bb23d6f3302b9eae5174155c4ebd7aad8035c0989d,uccsd_4,UCCSD_inspired,4,5f5b6844177bd52e8c187fc996896ec6118d9e360e258d5f3707493673cae096,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,997e2d55a514ee81d57e24df3eec42296dbf59b13bea236f18c47300e9d06496,76,66,13.157894736842103,3.6415615000005346,1.4699007000017446,1.1875,1.7279026999967755,1.421875,0.0022258000026340596,0.0,0.0011724999931175262,0.0,5.789999704575166e-05,0.0,0.00026730000536190346,0.0,0.011866100001498125,0.015625,0.007215600002382416,0.0,1.4484823999955552,1.171875,2.9100003303028643e-05,0.0,144.96484375,137.33984375,10435003,260,2745
main,92b20682aeb4066367d7097739463f70f9326249925af5b117ac8f63179388e3,uccsd_4,UCCSD_inspired,4,5f5b6844177bd52e8c187fc996896ec6118d9e360e258d5f3707493673cae096,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,6b405ffcf94a67240abf32ce122c9fd4bd8ef0ee9f5a2d75caae239a8b5b55f7,76,66,13.157894736842103,3.6738643999997294,1.4437558999998146,1.1875,1.743284299998777,1.296875,0.0035094000049866736,0.0,0.0011696999936248176,0.0,0.0006381999992299825,0.0,0.0003708000003825873,0.015625,0.010719700003392063,0.0,0.005411300000560004,0.015625,1.4234524999992573,1.15625,7.840000034775585e-05,0.0,145.13671875,137.2421875,10435003,260,2746
main,6fa59da571641323b8218e3b16a4a5678e297472cb01003855b69fdff8c17947,vqe_twolocal_4,VQE,4,b15d50df71933b4745ec5799d5ef54fb7c162bc3ca92e983a8aeafe41413e0a6,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,b15d50df71933b4745ec5799d5ef54fb7c162bc3ca92e983a8aeafe41413e0a6,126,126,0.0,3.705597600004694,1.5982583000004524,1.234375,1.6434786999961943,1.390625,0.0013025000007473864,0.0,0.0012742999970214441,0.0,0.00016660000255797058,0.0,0.00028369999927235767,0.0,0.0026399000053061172,0.0,0.005923700002313126,0.0,1.5866552000006777,1.21875,2.5699999241624027e-05,0.0,145.046875,137.41796875,10435306,260,2735
main,7d3b7d13e27435793d497056c4718166fa4221e81730f3dccdf38538ece60cd0,vqe_twolocal_4,VQE,4,b15d50df71933b4745ec5799d5ef54fb7c162bc3ca92e983a8aeafe41413e0a6,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,b15d50df71933b4745ec5799d5ef54fb7c162bc3ca92e983a8aeafe41413e0a6,126,126,0.0,3.7516489999979967,1.5550447999994503,1.296875,1.7506520000024466,1.390625,0.011695600005623419,0.0,0.0009331000037491322,0.0,0.0013797999999951571,0.0,0.0006273999970289879,0.0,0.0029066999995848164,0.0,0.005490700001246296,0.0,1.5424597000019276,1.296875,2.729999687289819e-05,0.0,145.03515625,137.4140625,10435305,260,2730
main,049817c1cf0a6675e2d21ad8f90bffd526431ef0794cfa9fb16b1995aca7f749,bv_4,Oracle,5,e4d691f8c012af76095e7a10ad56544d75b24ab2672cd278233741ac8ea1250f,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,c882af09bd196526b18cb96e7f017e896c7e3d9b9367b4fa614c1e601058426c,35,5,85.71428571428572,3.696117300001788,1.4562061000033282,1.171875,1.7899417000007816,1.296875,0.0014542999997502193,0.0,0.0008832999956212007,0.0,7.360000017797574e-05,0.0,0.00038160000258358195,0.0,0.010838700000022072,0.0,0.006002599999192171,0.015625,1.4373279999999795,1.15625,4.520000220509246e-05,0.0,144.9609375,137.29296875,10434547,260,2746
main,9561485f1bd7e67ee8c76c019dcbf8f0a29a517b5fe7aada77ee732b94ac13ba,surface_code_4,SurfaceCode,5,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,10,10,0.0,3.8070289000024786,1.6022057999944082,1.28125,1.6937824999986333,1.25,0.0019299999985378236,0.0,0.000596199999563396,0.0,5.1399998483248055e-05,0.0,0.0002597999991849065,0.0,0.0007294000024558045,0.0,0.0018562999975983985,0.0,1.5982865000041784,1.28125,3.130000550299883e-05,0.0,145.40625,137.7734375,10434496,260,2730
main,126ac9a89fcbbd994b1afdc843fa21833a15fb1b5d32ad740e96805ce0c66512,surface_code_4,SurfaceCode,5,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,WCL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,98123c419282ef8d7ead755526545f8d1b8e6129c506a92b5eb114e588eb0ab3,10,10,0.0,4.367678499998874,1.864658500002406,1.46875,1.944676499995694,1.4375,0.0019632999974419363,0.0,0.000651400005153846,0.0,0.00028050000400980935,0.0,0.00026220000290777534,0.0,0.0006956999932299368,0.0,0.0032849000053829513,0.015625,1.8587240999986534,1.453125,3.840000135824084e-05,0.0,144.765625,137.09765625,10434496,260,2737
main,a28ea525e8ffe120b876df4f4001c596412bbc80a52b1b9cb0dafc9741fc3fd3,bv_5,Oracle,6,84e5ffa52ff593155fe71d6c5301d13481243936c02d7dea5e63cbb838e247aa,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,7af9e3997fc5c71b3612ea4fe1e5b053da593ad4bb2769eb0f6baf08dfb07b41,42,6,85.71428571428572,4.621054100003676,1.696882000003825,1.421875,2.381165400001919,1.5,0.002608499999041669,0.0,0.000997399998595938,0.0,8.609999349573627e-05,0.0,0.00029099999665049836,0.0,0.005386899996665306,0.0,0.005118399996717926,0.015625,1.6841443999946932,1.390625,6.540000322274864e-05,0.0,144.75390625,137.078125,10434581,260,2738
main,56efa2dd422e0d63155b72d8774ff11d1bd90dc8e87cc665b9df9e76dfea17d1,adder_6,Adder,7,2c4eabb9f48c4ae3c75c74a5d4378f67f7d301aceb9b8651680f3c6aa91a6477,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,2c4eabb9f48c4ae3c75c74a5d4378f67f7d301aceb9b8651680f3c6aa91a6477,121,121,0.0,4.318131399995764,1.811316800005443,1.359375,1.9904779999997118,1.484375,0.012587700002768543,0.0,0.0011566000030143186,0.0,0.00011610000365180895,0.0,0.0004734999965876341,0.0,0.0029935000056866556,0.0,0.01369699999486329,0.015625,1.7912844999955269,1.328125,4.990000161342323e-05,0.0,144.75390625,137.125,10434613,260,2725
main,d08b968df3a71d9d2ae21c6723c16291cfeb8f8ce056d08e03a4e1dbc328a019,bv_7,Oracle,8,c80dc910531d98ab04912a54ca6e6cff211f9569ba484ea14b21a9fcde6bec0c,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,9d0c11ae90c08f43efb3407953b4ad849e94c9f863157c90c79a187d87a74f9d,51,3,94.11764705882352,3.850808800001687,1.5019200000024284,1.3125,1.8774539000005461,1.453125,0.001634500004001893,0.0,0.0006495999987237155,0.0,5.850000161444768e-05,0.0,0.0002610000010463409,0.0,0.027467599997180514,0.03125,0.027967200003331527,0.03125,1.4450243000028422,1.25,3.260000084992498e-05,0.0,144.6328125,136.99609375,10434571,260,2742
main,ab136197e72ee0b5feeabbce7aeda77c8926acc2b79163a3b5e5b9947af1dc30,bv_8,Oracle,9,d3b5ace1ffcfa1395fa7475de82da131003d95cdf3358f349d791df72f45b4ae,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,c91ee64e130e1cfca55f70a15251126003c9993614af6ef6b18dfbf8833b4abd,63,9,85.71428571428572,4.104171499995573,1.8517098000011174,1.765625,1.7770746000023792,1.359375,0.0015867999973124824,0.0,0.0006531000035465695,0.0,5.709999823011458e-05,0.0,0.00026980000257026404,0.0,0.21617279999918537,0.21875,0.20581120000133524,0.203125,1.4280134000000544,1.328125,4.53000029665418e-05,0.0,145.23046875,137.58984375,10434679,260,2747
main,c0278e5fefecfe1264bd417ea89d8f38aca4f597bf8168469e8f0b4bf5d4c394,adder_8,Adder,10,78372196a76be5b171c8c8652020a17fffda66c247774a77d4b49a122e356bf7,LBL,COMMUTATION_PLUS_TEMPLATES,16,10,0,success,True,78372196a76be5b171c8c8652020a17fffda66c247774a77d4b49a122e356bf7,181,181,0.0,5.105154300006689,2.8198939000067185,2.484375,1.755460899999889,1.4375,0.0012885000032838434,0.0,0.000687700005073566,0.0,5.62999994144775e-05,0.0,0.0002649000016390346,0.0,0.0037384999959613197,0.0,1.210166400000162,1.15625,1.6034951000037836,1.328125,3.6600002204068005e-05,0.0,164.2578125,136.984375,10434717,260,2721
