row_index,draw,family,optimizer,imputed_reduction
263,8,RandomClifford,hybrid_phase1_2,0.22431830955320065
264,8,SurfaceCode,greedy_phase1,0.0
265,8,SurfaceCode,commutation_phase2,0.0
266,8,SurfaceCode,hybrid_phase1_2,0.0
214,9,CNOT,greedy_phase1,1.0
215,9,CNOT,commutation_phase2,0.0
216,9,CNOT,hybrid_phase1_2,1.0
217,9,Oracle,greedy_phase1,0.4091120769761569
218,9,Oracle,commutation_phase2,0.0
219,9,Oracle,hybrid_phase1_2,0.2551608724746762
223,9,RandomClifford,greedy_phase1,0.2358803003976827
224,9,RandomClifford,commutation_phase2,0.12464495931631457
225,9,RandomClifford,hybrid_phase1_2,0.3067514768482072
226,9,SurfaceCode,greedy_phase1,0.0
227,9,SurfaceCode,commutation_phase2,0.0
228,9,SurfaceCode,hybrid_phase1_2,0.0
230,9,GHZ,greedy_phase1,0.0
231,9,GHZ,commutation_phase2,0.0
232,9,GHZ,hybrid_phase1_2,0.0
233,9,CNOT,greedy_phase1,1.0
234,9,CNOT,commutation_phase2,0.0
235,9,CNOT,hybrid_phase1_2,1.0
236,9,Oracle,greedy_phase1,0.3680248445542797
237,9,Oracle,commutation_phase2,0.0
238,9,Oracle,hybrid_phase1_2,0.4593082190125306
242,9,RandomClifford,greedy_phase1,0.09601428590728489
243,9,RandomClifford,commutation_phase2,0.025675569971626788
244,9,RandomClifford,hybrid_phase1_2,0.17685205160934922
245,9,SurfaceCode,greedy_phase1,0.0
246,9,SurfaceCode,commutation_phase2,0.0
247,9,SurfaceCode,hybrid_phase1_2,0.0
249,9,GHZ,greedy_phase1,0.0
250,9,GHZ,commutation_phase2,0.0
251,9,GHZ,hybrid_phase1_2,0.0
252,9,CNOT,greedy_phase1,1.0
253,9,CNOT,commutation_phase2,0.0
254,9,CNOT,hybrid_phase1_2,1.0
255,9,Oracle,greedy_phase1,0.38292071114188364
256,9,Oracle,commutation_phase2,0.0
257,9,Oracle,hybrid_phase1_2,0.3788263535158263
261,9,RandomClifford,greedy_phase1,0.240974400370946
262,9,RandomClifford,commutation_phase2,0.01935697938340397
263,9,RandomClifford,hybrid_phase1_2,0.105439422812554
264,9,SurfaceCode,greedy_phase1,0.0
265,9,SurfaceCode,commutation_phase2,0.0
266,9,SurfaceCode,hybrid_phase1_2,0.0
214,10,CNOT,greedy_phase1,1.0
215,10,CNOT,commutation_phase2,0.0
216,10,CNOT,hybrid_phase1_2,1.0
217,10,Oracle,greedy_phase1,0.20696494514643204
218,10,Oracle,commutation_phase2,0.0
219,10,Oracle,hybrid_phase1_2,0.23182891150551319
223,10,RandomClifford,greedy_phase1,0.22825557131227614
224,10,RandomClifford,commutation_phase2,0.011169862951226758
225,10,RandomClifford,hybrid_phase1_2,0.1480296848790342
226,10,SurfaceCode,greedy_phase1,0.0
227,10,SurfaceCode,commutation_phase2,0.0
228,10,SurfaceCode,hybrid_phase1_2,0.0
230,10,GHZ,greedy_phase1,0.0
231,10,GHZ,commutation_phase2,0.0
232,10,GHZ,hybrid_phase1_2,0.0
233,10,CNOT,greedy_phase1,1.0
234,10,CNOT,commutation_phase2,0.0
235,10,CNOT,hybrid_phase1_2,1.0
236,10,Oracle,greedy_phase1,0.20751708662638854
237,10,Oracle,commutation_phase2,0.0
238,10,Oracle,hybrid_phase1_2,0.3100759291763269
242,10,RandomClifford,greedy_phase1,0.24632347271731714
243,10,RandomClifford,commutation_phase2,0.035396366648024355
244,10,RandomClifford,hybrid_phase1_2,0.3496092122216874
245,10,SurfaceCode,greedy_phase1,0.0
246,10,SurfaceCode,commutation_phase2,0.0
247,10,SurfaceCode,hybrid_phase1_2,0.0
249,10,GHZ,greedy_phase1,0.0
250,10,GHZ,commutation_phase2,0.0
251,10,GHZ,hybrid_phase1_2,0.0
252,10,CNOT,greedy_phase1,1.0
253,10,CNOT,commutation_phase2,0.0
254,10,CNOT,hybrid_phase1_2,1.0
255,10,Oracle,greedy_phase1,0.2852908836617924
256,10,Oracle,commutation_phase2,0.0
257,10,Oracle,hybrid_phase1_2,0.5470155735053004
261,10,RandomClifford,greedy_phase1,0.2716939970952058
262,10,RandomClifford,commutation_phase2,0.13792051896372035
263,10,RandomClifford,hybrid_phase1_2,0.1578775575096955
264,10,SurfaceCode,greedy_phase1,0.0
265,10,SurfaceCode,commutation_phase2,0.0
266,10,SurfaceCode,hybrid_phase1_2,0.0
214,11,CNOT,greedy_phase1,1.0
215,11,CNOT,commutation_phase2,0.0
216,11,CNOT,hybrid_phase1_2,1.0
217,11,Oracle,greedy_phase1,0.2949228225741641
218,11,Oracle,commutation_phase2,0.0
219,11,Oracle,hybrid_phase1_2,0.30917579355859764
223,11,RandomClifford,greedy_phase1,0.20340667202137666
224,11,RandomClifford,commutation_phase2,0.13254657251887011
225,11,RandomClifford,hybrid_phase1_2,0.13277342116892538
226,11,SurfaceCode,greedy_phase1,0.0
227,11,SurfaceCode,commutation_phase2,0.0
228,11,SurfaceCode,hybrid_phase1_2,0.0
230,11,GHZ,greedy_phase1,0.0
231,11,GHZ,commutation_phase2,0.0
232,11,GHZ,hybrid_phase1_2,0.0
233,11,CNOT,greedy_phase1,1.0
234,11,CNOT,commutation_phase2,0.0
235,11,CNOT,hybrid_phase1_2,1.0
236,11,Oracle,greedy_phase1,0.43008207714195174
237,11,Oracle,commutation_phase2,0.0
238,11,Oracle,hybrid_phase1_2,0.3566661176091023
242,11,RandomClifford,greedy_phase1,0.42109723340272787
243,11,RandomClifford,commutation_phase2,0.040563758517780234
244,11,RandomClifford,hybrid_phase1_2,0.2669831974531106
245,11,SurfaceCode,greedy_phase1,0.0
246,11,SurfaceCode,commutation_phase2,0.0
247,11,SurfaceCode,hybrid_phase1_2,0.0
249,11,GHZ,greedy_phase1,0.0
250,11,GHZ,commutation_phase2,0.0
251,11,GHZ,hybrid_phase1_2,0.0
252,11,CNOT,greedy_phase1,1.0
253,11,CNOT,commutation_phase2,0.0
254,11,CNOT,hybrid_phase1_2,1.0
255,11,Oracle,greedy_phase1,0.17418433608518147
256,11,Oracle,commutation_phase2,0.0
257,11,Oracle,hybrid_phase1_2,0.4083196843458465
261,11,RandomClifford,greedy_phase1,0.07737334395822201
262,11,RandomClifford,commutation_phase2,0.06394081267172613
263,11,RandomClifford,hybrid_phase1_2,0.09068708732252626
264,11,SurfaceCode,greedy_phase1,0.0
265,11,SurfaceCode,commutation_phase2,0.0
266,11,SurfaceCode,hybrid_phase1_2,0.0
214,12,CNOT,greedy_phase1,1.0
215,12,CNOT,commutation_phase2,0.0
216,12,CNOT,hybrid_phase1_2,1.0
217,12,Oracle,greedy_phase1,0.3756284549099106
218,12,Oracle,commutation_phase2,0.0
219,12,Oracle,hybrid_phase1_2,0.3364987656840507
223,12,RandomClifford,greedy_phase1,0.2808350472576034
224,12,RandomClifford,commutation_phase2,0.04485634073462454
225,12,RandomClifford,hybrid_phase1_2,0.2887996192280987
226,12,SurfaceCode,greedy_phase1,0.0
227,12,SurfaceCode,commutation_phase2,0.0
228,12,SurfaceCode,hybrid_phase1_2,0.0
230,12,GHZ,greedy_phase1,0.0
231,12,GHZ,commutation_phase2,0.0
232,12,GHZ,hybrid_phase1_2,0.0
233,12,CNOT,greedy_phase1,1.0
234,12,CNOT,commutation_phase2,0.0
235,12,CNOT,hybrid_phase1_2,1.0
236,12,Oracle,greedy_phase1,0.2534382668676427
237,12,Oracle,commutation_phase2,0.0
238,12,Oracle,hybrid_phase1_2,0.2931089795325516
242,12,RandomClifford,greedy_phase1,0.38136046773084714
243,12,RandomClifford,commutation_phase2,0.043952775971961164
244,12,RandomClifford,hybrid_phase1_2,0.3117387427710412
245,12,SurfaceCode,greedy_phase1,0.0
246,12,SurfaceCode,commutation_phase2,0.0
247,12,SurfaceCode,hybrid_phase1_2,0.0
249,12,GHZ,greedy_phase1,0.0
250,12,GHZ,commutation_phase2,0.0
251,12,GHZ,hybrid_phase1_2,0.0
252,12,CNOT,greedy_phase1,1.0
253,12,CNOT,commutation_phase2,0.0
254,12,CNOT,hybrid_phase1_2,1.0
255,12,Oracle,greedy_phase1,0.22704559819719694
256,12,Oracle,commutation_phase2,0.0
257,12,Oracle,hybrid_phase1_2,0.37579481723959385
261,12,RandomClifford,greedy_phase1,0.16744261926589163
262,12,RandomClifford,commutation_phase2,0.06381357557183744
263,12,RandomClifford,hybrid_phase1_2,0.17310084886320407
264,12,SurfaceCode,greedy_phase1,0.0
265,12,SurfaceCode,commutation_phase2,0.0
266,12,SurfaceCode,hybrid_phase1_2,0.0
214,13,CNOT,greedy_phase1,1.0
215,13,CNOT,commutation_phase2,0.0
216,13,CNOT,hybrid_phase1_2,1.0
217,13,Oracle,greedy_phase1,0.4960076019045677
218,13,Oracle,commutation_phase2,0.0
219,13,Oracle,hybrid_phase1_2,0.3892237641453072
223,13,RandomClifford,greedy_phase1,0.15515543331706433
224,13,RandomClifford,commutation_phase2,0.03957381931559685
225,13,RandomClifford,hybrid_phase1_2,0.16314593153741208
226,13,SurfaceCode,greedy_phase1,0.0
227,13,SurfaceCode,commutation_phase2,0.0
228,13,SurfaceCode,hybrid_phase1_2,0.0
230,13,GHZ,greedy_phase1,0.0
231,13,GHZ,commutation_phase2,0.0
232,13,GHZ,hybrid_phase1_2,0.0
233,13,CNOT,greedy_phase1,1.0
