schema_version,experiment_id,run_id,timestamp_utc,circuit_id,circuit_family,n_qubits,original_gate_count,optimized_gate_count,gate_reduction,gate_reduction_pct,original_depth,optimized_depth,depth_reduction,original_2q_gates,optimized_2q_gates,two_qubit_reduction,original_cnot,optimized_cnot,cnot_reduction,original_t_count,optimized_t_count,t_count_reduction,fidelity,compilation_time_seconds,compiler_name,compiler_backend,compiler_version,optimization_level,compiler_status,seed,trial,source_file,source_sha256,input_circuit_sha256,output_circuit_sha256,notes
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:01.923483+00:00,bv_4,Oracle,5,14,12.0,0.1428571428571429,14.28571428571429,6,6.0,0.0,2,2.0,0.0,2,2.0,0.0,0,0.0,0.0,,0.0196068286895751,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,0289852fbdbd05c8a99d98529fac35da4e11bf75fe22ba6ad6375fd6b5734198,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.021565+00:00,bv_4,Oracle,5,14,8.0,0.4285714285714286,42.85714285714286,6,4.0,0.3333333333333333,2,2.0,0.0,2,2.0,0.0,0,0.0,0.0,0.9999999999999988,0.0859360694885253,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,f82545ab8dd2e124bb20b12a2943a1f6d29666837c03c9275f4c803dc1929c72,710f6f865f1a99d94861ab7754cdcbf4a06125e5e95a0339b1330acdebca81f1,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.051348+00:00,qaoa_line_4,QAOA,4,30,30.0,0.0,0.0,18,18.0,0.0,12,12.0,0.0,12,12.0,0.0,0,0.0,0.0,1.0000000000000009,0.0105330944061279,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,4089615b62e2dc0c0b1b7723660abedb66020a4036e6d847a938a772d0d6172b,4089615b62e2dc0c0b1b7723660abedb66020a4036e6d847a938a772d0d6172b,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.092438+00:00,qaoa_line_4,QAOA,4,30,34.0,-0.1333333333333333,-13.33333333333333,18,19.0,-0.0555555555555555,12,12.0,0.0,12,12.0,0.0,0,0.0,0.0,0.9999999999999992,0.0253462791442871,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,4089615b62e2dc0c0b1b7723660abedb66020a4036e6d847a938a772d0d6172b,857d335ecfdbbad1c0a7f3872c20e26ccd52345e40521676f0c5d7e5e25d311f,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.352128+00:00,qaoa_line_4,QAOA,4,30,28.0,0.0666666666666666,6.666666666666665,18,18.0,0.0,12,12.0,0.0,12,12.0,0.0,0,0.0,0.0,1.0000000000000009,0.2596900463104248,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,4089615b62e2dc0c0b1b7723660abedb66020a4036e6d847a938a772d0d6172b,5ff593dd396043847d001d49f53ee09a40bf1611d98b98713b5e31e537eade9f,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.381189+00:00,vqe_twolocal_4,VQE,4,30,18.0,0.4,40.0,11,8.0,0.2727272727272727,6,6.0,0.0,6,6.0,0.0,0,0.0,0.0,1.0000000000000004,0.0080156326293945,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,70b3227aa366959beb169867fe2663d93e7dab4649ec7c28a6fdea50e5dc7a63,9e270417f6984fe07f55f939699f2c473a3028884e01e9331281490e0d45c820,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.412630+00:00,vqe_twolocal_4,VQE,4,30,30.0,0.0,0.0,11,11.0,0.0,6,6.0,0.0,6,6.0,0.0,0,0.0,0.0,1.0000000000000004,0.030832290649414,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,70b3227aa366959beb169867fe2663d93e7dab4649ec7c28a6fdea50e5dc7a63,6610cf96baa326628dad8e47888640df7cfb71bdf3c377d07fe80eecf9bfca29,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.642776+00:00,vqe_twolocal_4,VQE,4,30,18.0,0.4,40.0,11,8.0,0.2727272727272727,6,6.0,0.0,6,6.0,0.0,0,0.0,0.0,1.0000000000000004,0.2274286746978759,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,70b3227aa366959beb169867fe2663d93e7dab4649ec7c28a6fdea50e5dc7a63,ade02886217ddeedd35759847bd9215ce361bba7f9f18b996b5623165f918e49,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.665951+00:00,hardware_eff_4,HardwareEfficient,4,22,14.0,0.3636363636363636,36.36363636363637,8,6.0,0.25,6,6.0,0.0,6,6.0,0.0,0,0.0,0.0,1.0,0.0,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,32c9e772774deff17d4b957250f4893cf8bc7cbe5983475de6b326cdc1ece616,313a3be11604476aa53c23e7924a9a3f589a99b3108cce7a0e6ba5f02f8abaee,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.691753+00:00,hardware_eff_4,HardwareEfficient,4,22,22.0,0.0,0.0,8,8.0,0.0,6,6.0,0.0,6,6.0,0.0,0,0.0,0.0,0.9999999999999998,0.0218000411987304,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,32c9e772774deff17d4b957250f4893cf8bc7cbe5983475de6b326cdc1ece616,a34beff44dff289a50ac6a19d73d962c549a89de0f0a9e804dcd724517df0eb8,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.896913+00:00,hardware_eff_4,HardwareEfficient,4,22,14.0,0.3636363636363636,36.36363636363637,8,6.0,0.25,6,6.0,0.0,6,6.0,0.0,0,0.0,0.0,1.0,0.2031514644622802,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,32c9e772774deff17d4b957250f4893cf8bc7cbe5983475de6b326cdc1ece616,b3339e8f9324e98c6c68f65cc3a0a603f0ac2b03298c83db32bc6496bd4b83b4,
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.927268+00:00,grover_4,Grover,4,26,62.0,-1.3846153846153846,-138.46153846153845,11,53.0,-3.8181818181818175,0,28.0,0.0,0,28.0,0.0,0,0.0,0.0,0.999999999999994,0.0131590366363525,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,4fc984c9fc66dcb6b9dc0fdd66788f8b980e178607adfe44a28f04863de6ebdc,cf11fc1e3ffc81d278ea20c83e7efd431de8b254ac6ffd312cfeb31a7ffcbc5d,"Single Grover iteration, random marked state"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:02.983905+00:00,grover_4,Grover,4,26,76.0,-1.923076923076923,-192.3076923076923,11,57.0,-4.181818181818182,0,28.0,0.0,0,28.0,0.0,0,0.0,0.0,0.9999999999999928,0.0457298755645751,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,4fc984c9fc66dcb6b9dc0fdd66788f8b980e178607adfe44a28f04863de6ebdc,3b32dc439ee5e8528e2d7ba35ad7b0ab228b586e38952b1ab788de03d691cf0e,"Single Grover iteration, random marked state"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:03.688363+00:00,grover_4,Grover,4,26,64.0,-1.4615384615384617,-146.15384615384616,11,55.0,-4.0,0,28.0,0.0,0,28.0,0.0,0,0.0,0.0,0.9999999999999962,0.6924755573272705,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,4fc984c9fc66dcb6b9dc0fdd66788f8b980e178607adfe44a28f04863de6ebdc,2243db2dd1191bae400897b781a072c3842c6cb2daf363f6d5cf1c6bcb36e65a,"Single Grover iteration, random marked state"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:03.710750+00:00,adder_4,Adder,4,6,6.0,0.0,0.0,6,6.0,0.0,2,2.0,0.0,2,2.0,0.0,0,0.0,0.0,1.0,0.0091907978057861,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,c2f59740e6b3e2a395683f9a2c34a12a350af985f437251f55c71e43bf23f1ab,c2f59740e6b3e2a395683f9a2c34a12a350af985f437251f55c71e43bf23f1ab,"Ripple-carry adder, random inputs"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:03.727465+00:00,adder_4,Adder,4,6,6.0,0.0,0.0,6,6.0,0.0,2,2.0,0.0,2,2.0,0.0,0,0.0,0.0,1.0,0.0167148113250732,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,c2f59740e6b3e2a395683f9a2c34a12a350af985f437251f55c71e43bf23f1ab,a717e3dc37b0ac1acd5f29c618398430bb9c62f42b246d254c6875f08471a9f5,"Ripple-carry adder, random inputs"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:04.031770+00:00,adder_4,Adder,4,6,38.0,-5.333333333333333,-533.3333333333333,6,29.0,-3.833333333333333,2,18.0,-8.0,2,18.0,-8.0,0,0.0,0.0,1.0000000000000009,0.30208420753479,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,c2f59740e6b3e2a395683f9a2c34a12a350af985f437251f55c71e43bf23f1ab,4d1a51ea70d8111982f2622476f49700d61dcb1a230851cf7ca3bc4ba048dce9,"Ripple-carry adder, random inputs"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:04.156104+00:00,qwalk_4,QuantumWalk,5,58,453.0,-6.810344827586207,-681.0344827586207,35,387.0,-10.057142857142855,6,252.0,-41.0,6,198.0,-32.0,0,36.0,0.0,0.9999999999999504,0.0113193988800048,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,c95317c1934c184e40a57fa5dc213e1389b9abdeedc547f0b32129d4319a1e70,67f4e89e3b72cf7f7648617573cf443f1cc9b5a757c160d5cbf0612bc9e8e0e4,"DTQW on cycle, 3 steps"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:04.457359+00:00,qwalk_4,QuantumWalk,5,58,,,,35,,,6,,,6,,,0,,,,0.3012552261352539,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,"error: ""<input>:27,0: 'sx' is not defined in this scope""",42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,c95317c1934c184e40a57fa5dc213e1389b9abdeedc547f0b32129d4319a1e70,none,"DTQW on cycle, 3 steps"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.377647+00:00,qwalk_4,QuantumWalk,5,58,686.0,-10.827586206896552,-1082.7586206896551,35,534.0,-14.257142857142858,6,330.0,-54.0,6,330.0,-54.0,0,0.0,0.0,0.9999999999999716,6.819021463394165,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,c95317c1934c184e40a57fa5dc213e1389b9abdeedc547f0b32129d4319a1e70,0a870b7070fb927a92ec8e1d03d24df6344ac1fe44123446f46e37e3082e8eb8,"DTQW on cycle, 3 steps"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.405816+00:00,iqp_4,IQP,4,15,4.0,0.7333333333333334,73.33333333333334,4,1.0,0.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.9999999999999984,0.0,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,a184604fe8e9fff65d7fc4b04a0374176884155f49835fc64a3e78eeea2e3335,f714298b78b0769194aa96e1b4a61f4a0c7c7f9c64a0b1253689c3fd493e7c1c,"IQP circuit, 3 diagonal layers"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.421015+00:00,iqp_4,IQP,4,15,4.0,0.7333333333333334,73.33333333333334,4,1.0,0.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.9999999999999984,0.0151996612548828,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,a184604fe8e9fff65d7fc4b04a0374176884155f49835fc64a3e78eeea2e3335,8f6533b37cee47e5e3d0d41edfed23931689a2a06c1f9f0da2e758ee1343c114,"IQP circuit, 3 diagonal layers"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.457666+00:00,iqp_4,IQP,4,15,4.0,0.7333333333333334,73.33333333333334,4,1.0,0.75,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.9999999999999984,0.0366506576538085,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,a184604fe8e9fff65d7fc4b04a0374176884155f49835fc64a3e78eeea2e3335,3c695df9e101df21bc64543972bb979cc0ee69198d913d0344bba78487853946,"IQP circuit, 3 diagonal layers"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.484609+00:00,clifford_4,RandomClifford,4,28,13.0,0.5357142857142857,53.57142857142857,10,8.0,0.1999999999999999,4,4.0,0.0,4,4.0,0.0,13,1.0,0.9230769230769232,0.9999999999999972,0.0094730854034423,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,3ddeba643cb1262108f3aa16deb98fff7a1b48b89c7248b1fb063953fca055c7,b374f23a6044ccc539a77b6307a9a36ca4197b8de8e266f69211da70533e66a1,"Random Clifford, depth=10"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.509975+00:00,clifford_4,RandomClifford,4,28,18.0,0.3571428571428571,35.71428571428571,10,11.0,-0.1,4,4.0,0.0,4,4.0,0.0,13,5.0,0.6153846153846154,0.9999999999999972,0.0225300788879394,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,3ddeba643cb1262108f3aa16deb98fff7a1b48b89c7248b1fb063953fca055c7,20cb9e7ace7b04bb1c68c9126556b5ccde726ea238414970015384fc024078e8,"Random Clifford, depth=10"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.646228+00:00,clifford_4,RandomClifford,4,28,11.0,0.6071428571428572,60.71428571428572,10,7.0,0.3,4,3.0,0.25,4,3.0,0.25,13,0.0,1.0,0.9999999999999988,0.1279406547546386,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,3ddeba643cb1262108f3aa16deb98fff7a1b48b89c7248b1fb063953fca055c7,2352ac2cfa052bc1c38249c747adbea24ad8b33b5e4777d22d853afbc880fbce,"Random Clifford, depth=10"
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.668881+00:00,surface_code_4,SurfaceCode,5,7,7.0,0.0,0.0,6,6.0,0.0,4,4.0,0.0,4,4.0,0.0,0,0.0,0.0,0.9999999999999996,0.0109927654266357,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,7de15138171180eddd35e0f29e3e3ce11f0b20302daab2bc45c5be3302e9cf4d,7de15138171180eddd35e0f29e3e3ce11f0b20302daab2bc45c5be3302e9cf4d,X-stabilizer syndrome extraction
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.691230+00:00,surface_code_4,SurfaceCode,5,7,9.0,-0.2857142857142858,-28.57142857142858,6,8.0,-0.3333333333333332,4,4.0,0.0,4,4.0,0.0,0,0.0,0.0,0.9999999999999996,0.0223493576049804,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,7de15138171180eddd35e0f29e3e3ce11f0b20302daab2bc45c5be3302e9cf4d,9bebaf75de5cb956762ef72062e670d479309d903961ae8d62e62e1b24b0c511,X-stabilizer syndrome extraction
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.816795+00:00,surface_code_4,SurfaceCode,5,7,7.0,0.0,0.0,6,6.0,0.0,4,4.0,0.0,4,4.0,0.0,0,0.0,0.0,1.0,0.1255648136138916,tket,FullPeepholeOptimise,2.18.0,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,7de15138171180eddd35e0f29e3e3ce11f0b20302daab2bc45c5be3302e9cf4d,d1c716140d871a172b38d98a0dade474f4f03acf458ec16146c456268be3332f,X-stabilizer syndrome extraction
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.842001+00:00,uccsd_4,UCCSD_inspired,4,28,22.0,0.2142857142857143,21.42857142857143,16,15.0,0.0625,14,10.0,0.2857142857142857,14,10.0,0.2857142857142857,0,0.0,0.0,1.0,0.0104215145111083,qiskit,transpiler,2.4.1,3,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,5f5b6844177bd52e8c187fc996896ec6118d9e360e258d5f3707493673cae096,c63f180032003f639f20935f51436c858f1f18ee463fc308a636252cfa6c6873,Parameterized ansatz INSPIRED BY (not true) UCCSD; see make_parameterized_ansatz docstring. Renamed from 'UCCSD' to 'UCCSD_inspired' per review L3 to avoid false claim.
2.1.0,MC-E20,e20_full_20260721_150753,2026-07-21T15:08:11.872330+00:00,uccsd_4,UCCSD_inspired,4,28,26.0,0.0714285714285714,7.14285714285714,16,15.0,0.0625,14,14.0,0.0,14,14.0,0.0,0,0.0,0.0,0.9999999999999996,0.0152599811553955,cirq,optimize_for_target_gateset+eject_z+merge_1q,1.6.1,default,ok,42,0,experiments/e20_multi_compiler_full/run.py,cf4c43a166f171d450e24f2ab51c9325507d5960589b926a114eb25d926116c5,5f5b6844177bd52e8c187fc996896ec6118d9e360e258d5f3707493673cae096,19f94fd76f2ff96a46e37d460b9beabafa4ba67bc80832828ca981e9c074bbcb,Parameterized ansatz INSPIRED BY (not true) UCCSD; see make_parameterized_ansatz docstring. Renamed from 'UCCSD' to 'UCCSD_inspired' per review L3 to avoid false claim.
